"Defunciones por homicidios"
"Año de registro : 2001"
"Ent y mun de registro : Total"
""
"Consulta de: Defunciones por homicidio   Por: Ent y mun de ocurrencia   Según: Mes de registro"
"","","Total","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre",""
" ","Total","10,285","867","775","888","829","945","839","893","848","786","893","809","913"
"=CONCATENAR(0,01) ","Aguascalientes","23","3","1","","3","4","2","2","1","2","1","2","2"
" 01 001 ","Aguascalientes","17","3","","","3","3","1","1","1","1","1","2","1"
" 01 002 ","Asientos","2","","1","","","1","","","","","","",""
" 01 003 ","Calvillo","1","","","","","","","1","","","","",""
" 01 007 ","Rincón de Romos","2","","","","","","1","","","1","","",""
" 01 010 ","El Llano","1","","","","","","","","","","","","1"
"=CONCATENAR(0,02) ","Baja California","404","14","25","42","29","50","37","32","38","45","27","39","26"
" 02 001 ","Ensenada","37","3","3","3","","3","3","1","4","8","1","4","4"
" 02 002 ","Mexicali","130","2","6","19","13","12","15","12","11","13","7","14","6"
" 02 003 ","Tecate","19","2","2","","5","2","1","4","","","1","","2"
" 02 004 ","Tijuana","204","7","13","19","10","32","18","14","22","20","18","18","13"
" 02 005 ","Playas de Rosarito","14","","1","1","1","1","","1","1","4","","3","1"
"=CONCATENAR(0,03) ","Baja California Sur","23","","2","1","1","3","5","2","4","3","","1","1"
" 03 001 ","Comondú","2","","","","","","","1","","","","1",""
" 03 002 ","Mulegé","2","","","","","","2","","","","","",""
" 03 003 ","La Paz","8","","1","1","1","","2","1","1","1","","",""
" 03 008 ","Los Cabos","9","","","","","2","1","","3","2","","","1"
" 03 009 ","Loreto","2","","1","","","1","","","","","","",""
"=CONCATENAR(0,04) ","Campeche","53","3","6","4","4","4","3","3","","3","7","9","7"
" 04 002 ","Campeche","20","2","3","1","1","2","","2","","3","1","2","3"
" 04 003 ","Carmen","14","1","2","1","","1","2","","","","3","2","2"
" 04 004 ","Champotón","5","","","","","","1","","","","1","3",""
" 04 007 ","Palizada","2","","","","","","","","","","1","1",""
" 04 009 ","Escárcega","5","","","1","1","","","","","","1","","2"
" 04 011 ","Candelaria","7","","1","1","2","1","","1","","","","1",""
"=CONCATENAR(0,05) ","Coahuila de Zaragoza","155","10","7","10","15","11","13","17","20","17","8","15","12"
" 05 002 ","Acuña","9","","","","2","","2","2","1","","","1","1"
" 05 004 ","Arteaga","2","","","","","1","","","","1","","",""
" 05 006 ","Castaños","1","1","","","","","","","","","","",""
" 05 007 ","Cuatro Ciénegas","1","","","","","","","","","","","1",""
" 05 009 ","Francisco I. Madero","4","","2","","","","1","","","","","1",""
" 05 012 ","Guerrero","2","","1","","","","","1","","","","",""
" 05 014 ","Jiménez","2","","","1","","","1","","","","","",""
" 05 017 ","Matamoros","5","2","","1","","1","","","1","","","",""
" 05 018 ","Monclova","10","","","2","1","2","1","2","1","1","","",""
" 05 019 ","Morelos","1","","","","1","","","","","","","",""
" 05 020 ","Múzquiz","1","1","","","","","","","","","","",""
" 05 022 ","Nava","1","1","","","","","","","","","","",""
" 05 024 ","Parras","3","","","","","2","","","","1","","",""
" 05 025 ","Piedras Negras","16","1","","","3","","1","","1","3","3","3","1"
" 05 027 ","Ramos Arizpe","1","","","","","","1","","","","","",""
" 05 028 ","Sabinas","2","","","","","","","1","","","1","",""
" 05 030 ","Saltillo","23","","1","3","1","2","1","1","4","1","2","2","5"
" 05 032 ","San Juan de Sabinas","5","","","1","1","1","","","1","","","1",""
" 05 033 ","San Pedro","9","1","","","1","","","","4","2","","","1"
" 05 035 ","Torreón","55","3","3","2","5","2","4","10","6","8","2","6","4"
" 05 036 ","Viesca","1","","","","","","","","1","","","",""
" 05 038 ","Zaragoza","1","","","","","","1","","","","","",""
"=CONCATENAR(0,06) ","Colima","57","7","7","6","6","7","1","6","6","1","2","4","4"
" 06 001 ","Armería","4","","","","","1","","1","","","","1","1"
" 06 002 ","Colima","20","2","2","5","1","2","1","2","2","1","","","2"
" 06 003 ","Comala","1","","","","","1","","","","","","",""
" 06 004 ","Coquimatlán","1","","1","","","","","","","","","",""
" 06 005 ","Cuauhtémoc","3","1","","","1","1","","","","","","",""
" 06 007 ","Manzanillo","9","","2","","","1","","2","3","","1","",""
" 06 009 ","Tecomán","17","4","1","1","3","1","","1","1","","1","3","1"
" 06 010 ","Villa de Álvarez","2","","1","","1","","","","","","","",""
"=CONCATENAR(0,07) ","Chiapas","173","43","9","15","5","17","9","24","6","4","16","12","13"
" 07 001 ","Acacoyagua","2","1","","","","","","","","","1","",""
" 07 002 ","Acala","2","","","","","","","","","","","1","1"
" 07 004 ","Altamirano","1","","","","1","","","","","","","",""
" 07 005 ","Amatán","1","","","","","1","","","","","","",""
" 07 006 ","Amatenango de la Frontera","2","2","","","","","","","","","","",""
" 07 007 ","Amatenango del Valle","1","","","","","","","","","","","1",""
" 07 008 ","Angel Albino Corzo","1","","","1","","","","","","","","",""
" 07 009 ","Arriaga","4","1","1","","","1","","1","","","","",""
